"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"GUK1",0.00210796974489364,0.281468745316116,0.549,0.466,1,"1","GUK1"
"YWHAH",0.00212136287638877,0.327875019091978,0.251,0.186,1,"1","YWHAH"
"BUD31",0.00229606061300551,0.435428859739194,0.317,0.243,1,"1","BUD31"
"NDUFS8",0.00249554189402277,0.44150090144872,0.294,0.227,1,"1","NDUFS8"
"POLR1D",0.0025459210077037,0.283751413715377,0.357,0.282,1,"1","POLR1D"
"MSN",0.00259055812747813,0.423723847015621,0.344,0.273,1,"1","MSN"
"PLP2",0.00265952354761558,0.277316367436999,0.397,0.331,1,"1","PLP2"
"COX14",0.00291142404666871,0.379564275022804,0.253,0.187,1,"1","COX14"
"COX7A2L",0.00340854917275149,0.250001584332065,0.509,0.428,1,"1","COX7A2L"
"PSMB2",0.00344065902107428,0.345211011378195,0.267,0.207,1,"1","PSMB2"
"P4HB",0.00358531978879677,0.387984058030821,0.288,0.226,1,"1","P4HB"
"CRIP1",0.00388472491703143,0.50179264534428,0.42,0.359,1,"1","CRIP1"
"AURKAIP1",0.00392210594985796,0.493118866943586,0.34,0.277,1,"1","AURKAIP1"
"LSM10",0.00421196348312303,0.266158300452044,0.267,0.2,1,"1","LSM10"
"VDAC1",0.0046870613829846,0.346253967323054,0.265,0.203,1,"1","VDAC1"
"LAMTOR5",0.00505596841694683,0.73319720048306,0.334,0.268,1,"1","LAMTOR5"
"CAPZA2",0.00509767970260208,0.388482860971806,0.261,0.199,1,"1","CAPZA2"
"SSU72",0.00523965033913226,0.309070550418822,0.392,0.322,1,"1","SSU72"
"MTDH",0.00701707884316448,0.263491665070409,0.334,0.264,1,"1","MTDH"
"MX1",0.00987961648782592,0.260409304069604,0.263,0.208,1,"1","MX1"
"IL32",1.8924676938602e-92,1.42565454575501,0.946,0.476,2.59533019535988e-88,"2","IL32"
"LTB1",1.05119903199876e-76,1.31448825591148,0.979,0.651,1.4416143524831e-72,"2","LTB"
"CD3D1",3.25366400946534e-65,1.0827698921132,0.904,0.446,4.46207482258076e-61,"2","CD3D"
"IL7R1",4.33393267139428e-57,1.39182440986502,0.722,0.341,5.94355526555011e-53,"2","IL7R"
"CD21",1.01811449965733e-54,1.56002059834188,0.636,0.257,1.39624222483006e-50,"2","CD2"
"LDHB1",5.2537140381774e-54,0.922734763639954,0.93,0.626,7.20494343195649e-50,"2","LDHB"
"AQP31",3.17694359602095e-50,2.20171537162461,0.409,0.12,4.35686044758313e-46,"2","AQP3"
"B2M",1.09595309629749e-43,0.350926158009174,1,1,1.50299007626238e-39,"2","B2M"
"CD3E1",1.24597492397076e-39,0.912803889706506,0.78,0.429,1.7087300107335e-35,"2","CD3E"
"TRADD",1.13042725940022e-34,1.70700518832179,0.376,0.139,1.55026794354146e-30,"2","TRADD"
"TRAT11",2.1518716844762e-32,1.47334321348582,0.374,0.134,2.95107682809066e-28,"2","TRAT1"
"GIMAP71",2.02132702930976e-30,0.668988923101109,0.752,0.499,2.77204788799541e-26,"2","GIMAP7"
"TPT11",5.82455280837983e-30,0.351605169541879,0.993,0.985,7.98779172141209e-26,"2","TPT1"
"CD40LG",1.19280817535577e-28,1.89377673382907,0.255,0.076,1.6358171316829e-24,"2","CD40LG"
"AES1",1.4215488704603e-28,0.935014372661043,0.722,0.449,1.94951212094926e-24,"2","AES"
"MYL12A",2.08645960831945e-28,0.470386254572575,0.965,0.857,2.86137070684929e-24,"2","MYL12A"
"HLA-A",1.04980155765711e-26,0.347153801255609,0.995,0.96,1.43969785617097e-22,"2","HLA-A"
"JUNB1",2.29195093936529e-26,0.591823477027257,0.96,0.896,3.14318151824555e-22,"2","JUNB"
"SPOCK21",6.532601290543e-25,1.31823274805943,0.393,0.174,8.95880940985068e-21,"2","SPOCK2"
"RPS251",2.04921221086504e-24,0.341763085884748,0.998,0.978,2.81028962598031e-20,"2","RPS25"
"ITM2A",5.53997911842161e-24,1.36160476367774,0.273,0.099,7.59752736300339e-20,"2","ITM2A"
"JUN1",4.66259242164895e-23,0.59932626269471,0.869,0.718,6.39427924704938e-19,"2","JUN"
"ANXA1",5.02856186539653e-23,0.732182738694743,0.766,0.56,6.89616974220481e-19,"2","ANXA1"
"LCK1",8.84898761600361e-23,0.8438825318691,0.579,0.319,1.21355016165874e-18,"2","LCK"
"RPS121",2.98407575746655e-22,0.289912420341646,1,0.992,4.09236149378963e-18,"2","RPS12"
"HINT11",3.15320476731782e-22,0.59997402111069,0.801,0.611,4.32430501789966e-18,"2","HINT1"
"GSTK1",6.85189982740505e-22,0.798561728577921,0.724,0.52,9.39669542330329e-18,"2","GSTK1"
"PRDX21",8.50631518939809e-22,0.943075739587494,0.481,0.254,1.16655606507405e-17,"2","PRDX2"
"TTC39C",1.01156841261058e-21,1.48176617228949,0.278,0.106,1.38726492105415e-17,"2","TTC39C"
"TMEM661",1.19527613702118e-21,0.587865460986679,0.881,0.71,1.63920169431084e-17,"2","TMEM66"
"PLP21",1.3592014249312e-21,0.926530000229254,0.519,0.309,1.86400883415064e-17,"2","PLP2"
"RPS31",1.62459169666363e-21,0.266524591328961,1,0.995,2.22796505280451e-17,"2","RPS3"
"RPS291",3.02614277834553e-21,0.404347402869223,0.986,0.915,4.15005220622307e-17,"2","RPS29"
"CD3G1",3.5867339481409e-21,1.05567585761819,0.397,0.185,4.91884693648043e-17,"2","CD3G"
"SIT1",3.70281936760606e-21,1.41125633885531,0.29,0.116,5.07804648073495e-17,"2","SIT1"
"MAL1",5.3388287823046e-21,1.35789365942235,0.276,0.106,7.32166979205253e-17,"2","MAL"
"CALM1",2.03351384251781e-20,0.558524157385845,0.832,0.648,2.78876088362892e-16,"2","CALM1"
"CD52",2.35898888298307e-20,0.412141474215421,0.97,0.881,3.23511735412298e-16,"2","CD52"
"RPL361",2.39598307934566e-20,0.345159215924759,0.993,0.952,3.28585119501464e-16,"2","RPL36"
"ZFP36L21",3.06720532840065e-20,0.690925656487833,0.806,0.623,4.20636538736865e-16,"2","ZFP36L2"
"ARHGAP151",2.1691107240887e-19,1.09775574280596,0.446,0.244,2.97471844701524e-15,"2","ARHGAP15"
"FXYD5",2.3129118259759e-19,0.578651698772504,0.867,0.71,3.17192727814335e-15,"2","FXYD5"
"CD271",7.13299703679127e-19,0.940841177700075,0.404,0.208,9.78219213625555e-15,"2","CD27"
"RPLP01",1.52050980048325e-18,0.378331461083859,0.986,0.944,2.08522714038273e-14,"2","RPLP0"
"PBXIP1",1.759390022321e-18,1.10764163394128,0.306,0.134,2.41282747661102e-14,"2","PBXIP1"
"NOSIP1",1.84629719497036e-18,0.736521965707215,0.624,0.391,2.53201197318235e-14,"2","NOSIP"
"PPP2R5C",5.43338761086e-18,1.25513534961864,0.4,0.213,7.4513477695334e-14,"2","PPP2R5C"
"EVL1",2.27089928053379e-17,0.614464173108095,0.703,0.5,3.11431127332403e-13,"2","EVL"
"VIM1",4.27346387035955e-17,0.402224328935127,0.925,0.777,5.86062835181109e-13,"2","VIM"
"FLT3LG1",4.44576819729134e-17,1.02657313784898,0.315,0.145,6.09692650576535e-13,"2","FLT3LG"
"RPS27A1",5.03058838103778e-17,0.29923137220627,0.995,0.97,6.89894890575521e-13,"2","RPS27A"
"RPL23A1",3.01910072356179e-16,0.268431302285241,1,0.99,4.14039473229264e-12,"2","RPL23A"
"ARL6IP5",3.18031326041903e-16,0.903003038547846,0.614,0.425,4.36148160533866e-12,"2","ARL6IP5"
"RGCC1",3.97058733477768e-16,0.920569404684876,0.381,0.201,5.44526347091412e-12,"2","RGCC"
"RPSA1",5.35790331619166e-16,0.29397182902114,0.995,0.952,7.34782860782524e-12,"2","RPSA"
"TNFAIP8",6.89516949433182e-16,1.02781624968318,0.409,0.226,9.45603544452666e-12,"2","TNFAIP8"
"RPL301",2.7555100099782e-15,0.268671422907389,0.998,0.982,3.7789064276841e-11,"2","RPL30"
"CORO1B",1.06371418568787e-14,1.60402660218675,0.285,0.143,1.45877763425234e-10,"2","CORO1B"
"RPS201",3.78909181877787e-14,0.300200899946676,0.991,0.948,5.19636052027197e-10,"2","RPS20"
"GIMAP51",5.19512815174643e-14,1.166496891549,0.43,0.258,7.12459874730505e-10,"2","GIMAP5"
"RPS101",7.74233370558964e-14,0.254387443930582,0.998,0.97,1.06178364438456e-09,"2","RPS10"
"IL2RG",8.92795660978022e-14,0.548409547684505,0.61,0.408,1.22437996946526e-09,"2","IL2RG"
"ALOX5AP",1.15317421516366e-13,0.672056642697055,0.381,0.206,1.58146311867545e-09,"2","ALOX5AP"
"GIMAP4",1.37853315241588e-13,0.995905147718199,0.598,0.433,1.89052036522313e-09,"2","GIMAP4"
"OPTN",1.43040170405222e-13,1.46857650145047,0.257,0.121,1.96165289693722e-09,"2","OPTN"
"ACAP11",2.09763195572978e-13,0.545574066085115,0.46,0.272,2.87669246408781e-09,"2","ACAP1"
"CD691",7.2836496396852e-13,0.793771219127994,0.507,0.333,9.98879711586428e-09,"2","CD69"
"BIN11",7.3327080650039e-13,0.791093568147386,0.386,0.224,1.00560758403463e-08,"2","BIN1"
"RPL311",7.58873115357127e-13,0.255629831578077,0.995,0.968,1.04071859040076e-08,"2","RPL31"
"HSPA81",1.14232337584375e-12,0.440983142862249,0.792,0.652,1.56658227763211e-08,"2","HSPA8"
"SOD11",1.44300328838724e-12,0.599338787058294,0.65,0.486,1.97893470969426e-08,"2","SOD1"
"LAT1",1.51371819939146e-12,0.858783114248237,0.353,0.194,2.07591313864545e-08,"2","LAT"
"IFITM1",1.5208051188014e-12,0.599311742972681,0.626,0.448,2.08563213992423e-08,"2","IFITM1"
"YWHAQ",2.66265358433646e-12,0.741826146254746,0.423,0.263,3.65156312555903e-08,"2","YWHAQ"
"SEPT11",2.89402024915986e-12,0.783588550822537,0.362,0.208,3.96885936969783e-08,"2","SEPT1"
"ITM2B",3.67277050750117e-12,0.355299379730386,0.893,0.774,5.03683747398711e-08,"2","ITM2B"
"TMEM1231",5.51975055850139e-12,0.543853154650018,0.57,0.4,7.56978591592881e-08,"2","TMEM123"
"PTPRCAP",1.27907881647213e-11,0.261415413396147,0.836,0.604,1.75412868890987e-07,"2","PTPRCAP"
"FYB1",1.51461615127737e-11,0.581563868048523,0.498,0.345,2.07714458986178e-07,"2","FYB"
"OCIAD21",2.04678409810365e-11,0.954492475222447,0.355,0.202,2.80695971213935e-07,"2","OCIAD2"
"LIMS1",2.56723233482587e-11,1.06435889552398,0.257,0.136,3.5207024239802e-07,"2","LIMS1"
"RPS211",2.78217391031977e-11,0.290015772023303,0.956,0.848,3.81547330061253e-07,"2","RPS21"
"KLF61",6.64340856477396e-11,0.422245965110998,0.776,0.626,9.11077050573101e-07,"2","KLF6"
"CRIP11",1.50517272191644e-10,0.553765645118025,0.509,0.343,2.06419387083621e-06,"2","CRIP1"
"TUBA4A",1.69591545840079e-10,0.728506971739201,0.369,0.229,2.32577845965084e-06,"2","TUBA4A"
"PEBP11",2.88491350545334e-10,0.666989584475455,0.505,0.357,3.95637038137872e-06,"2","PEBP1"
"TRAF3IP31",3.05713463686378e-10,0.349701703511263,0.617,0.457,4.19255444099499e-06,"2","TRAF3IP3"
"DDX51",3.80055492332818e-10,0.342084959367952,0.895,0.798,5.21208102185227e-06,"2","DDX5"
"DNAJB11",8.20293986405794e-10,0.67938087525047,0.414,0.269,1.12495117295691e-05,"2","DNAJB1"
"RPL36AL",2.76173580102951e-09,0.350581414353057,0.853,0.737,3.78744447753187e-05,"2","RPL36AL"
"RARRES3",3.38805948222178e-09,0.419511398295991,0.6,0.447,4.64638477391894e-05,"2","RARRES3"
"MZT2A1",3.63386271331544e-09,0.578666091832539,0.381,0.238,4.9834793250408e-05,"2","MZT2A"
"HNRNPF",4.4357608808697e-09,0.630152150658867,0.495,0.359,6.08320247202471e-05,"2","HNRNPF"
"BTG11",4.69258851068411e-09,0.332283604284759,0.937,0.87,6.43541588355218e-05,"2","BTG1"
"ISG20",8.21909335268294e-09,0.453957934751532,0.591,0.437,0.000112716646238694,"2","ISG20"
"FOS",8.38994991894891e-09,0.301084405762889,0.963,0.911,0.000115059773188465,"2","FOS"
"RPSAP581",9.49449897135363e-09,0.338410168633418,0.822,0.719,0.000130207558893144,"2","RPSAP58"
"PIK3IP11",1.059293218917e-08,0.665281985537146,0.362,0.23,0.000145271472042277,"2","PIK3IP1"
"TSTD1",1.32037094227742e-08,0.617811983049223,0.334,0.205,0.000181075671023926,"2","TSTD1"
"EIF4A21",2.61763317651849e-08,0.428171005584125,0.736,0.622,0.000358982213827745,"2","EIF4A2"
"RWDD1",3.04199053775334e-08,0.877960484968753,0.36,0.238,0.000417178582347493,"2","RWDD1"
"S100A101",3.64314796235777e-08,0.351392036308608,0.778,0.615,0.000499621311557744,"2","S100A10"
"LEF11",3.67445502915619e-08,0.765191047922085,0.255,0.148,0.00050391476269848,"2","LEF1"
"SOCS31",4.14228317363689e-08,0.890478115168715,0.264,0.158,0.000568072714432564,"2","SOCS3"
"CD99",4.62760454778627e-08,0.392038568176204,0.654,0.478,0.00063462968768341,"2","CD99"
"MYL12B",4.67909670793369e-08,0.289989848412342,0.787,0.685,0.000641691322526026,"2","MYL12B"
"ABRACL",6.03354239725282e-08,0.497908983195875,0.386,0.262,0.000827440004359251,"2","ABRACL"
"COX6C",8.05427357828518e-08,0.436875038415914,0.565,0.429,0.00110456307852603,"2","COX6C"
"SRSF7",1.02470376736423e-07,0.496142695990311,0.596,0.464,0.00140527874656331,"2","SRSF7"
"PIM1",1.17663739558147e-07,0.677875506155514,0.278,0.167,0.00161364052430043,"2","PIM1"
"TSC22D3",1.24160646845326e-07,0.37105658233021,0.822,0.74,0.00170273911083681,"2","TSC22D3"
"TAP1",2.88194797147991e-07,0.796208965829411,0.325,0.215,0.00395230344808755,"2","TAP1"
"SKP1",4.67831892134642e-07,0.508578601126384,0.572,0.447,0.00641584656873449,"2","SKP1"
"PRKCQ-AS11",6.95552695671663e-07,0.584175316196751,0.257,0.152,0.00953880966844119,"2","PRKCQ-AS1"
"LDHA",1.15663778770499e-06,0.361338897117779,0.593,0.474,0.0158621306205863,"2","LDHA"
"SLC2A31",1.28770772145168e-06,1.04962986444429,0.336,0.236,0.0176596236919884,"2","SLC2A3"
"ANKRD121",1.73290978102073e-06,0.470713742946685,0.393,0.273,0.0237651247369183,"2","ANKRD12"
"RHOH1",1.89847530527628e-06,0.517525216785566,0.343,0.232,0.0260356903365589,"2","RHOH"
"HMGN1",2.38043362380457e-06,0.285232627195453,0.643,0.509,0.0326452667168558,"2","HMGN1"
"TCF71",2.41679960796814e-06,0.686022794138862,0.315,0.217,0.0331439898236751,"2","TCF7"
"TXN",3.48415290753625e-06,0.600347868264383,0.278,0.186,0.0477816729739521,"2","TXN"
"ADD3",6.24599932097347e-06,0.69671990615044,0.269,0.179,0.0856576346878302,"2","ADD3"
"DUT",7.04280382764352e-06,0.441479991961087,0.346,0.245,0.0965850116923032,"2","DUT"
"SNRPD21",8.65252243434368e-06,0.335789119605545,0.652,0.553,0.118660692664589,"2","SNRPD2"
"BTG21",9.48031254672275e-06,0.500467571207814,0.449,0.345,0.130013006265756,"2","BTG2"
"CD47",1.57717088037431e-05,0.572314739376585,0.332,0.231,0.216293214534533,"2","CD47"
"GTF3A",1.693823965331e-05,0.417284878974765,0.612,0.505,0.232291018605494,"2","GTF3A"
"CAPN2",1.7615878515375e-05,0.510114472639369,0.301,0.207,0.241584157959852,"2","CAPN2"
"TECR1",2.08086809228719e-05,0.483139349214422,0.292,0.195,0.285370250176266,"2","TECR"
"GRK6",2.63085799089226e-05,0.650670816976042,0.259,0.176,0.360795864870964,"2","GRK6"
"AHNAK1",2.84019525187291e-05,0.298160917940417,0.355,0.259,0.38950437684185,"2","AHNAK"
"LEPROTL11",2.96555078992284e-05,0.800073215927616,0.336,0.245,0.406695635330018,"2","LEPROTL1"
"YWHAZ",3.16942735378817e-05,0.38944267384856,0.446,0.352,0.434655267298509,"2","YWHAZ"
"DUSP2",3.2885406112106e-05,0.500524807282135,0.343,0.243,0.450990459421421,"2","DUSP2"
"MIF",3.33099786995881e-05,0.430326742602996,0.495,0.4,0.456813047886151,"2","MIF"
"SEPT9",3.48970992581282e-05,0.51484635250239,0.418,0.323,0.478578819225971,"2","SEPT9"
"NSMCE1",3.75332829964497e-05,0.828643002067837,0.257,0.177,0.514731443013311,"2","NSMCE1"
"IER2",3.75966591553192e-05,0.370603013617185,0.715,0.621,0.515600583656047,"2","IER2"
"PSIP11",4.25227177677389e-05,0.52857838517773,0.262,0.175,0.583156551466771,"2","PSIP1"
"IL10RA",4.37329772287031e-05,0.646535181772969,0.283,0.198,0.599754049714434,"2","IL10RA"
"ICAM2",6.53751433590339e-05,0.350126802243145,0.311,0.226,0.896554716025791,"2","ICAM2"
"IDS",6.81334074555156e-05,0.527581132543057,0.313,0.233,0.934381549844941,"2","IDS"
"RAN",8.57129012093181e-05,0.314248817814891,0.551,0.471,1,"2","RAN"
"CD44",8.84616827100523e-05,0.315613991041939,0.547,0.446,1,"2","CD44"
"TBC1D10C",0.000104547197818654,0.424262034473651,0.381,0.286,1,"2","TBC1D10C"
"CCNL1",0.000116098854038243,0.428346459533756,0.336,0.252,1,"2","CCNL1"
"KRTCAP2",0.000116234263471496,0.405325099440008,0.383,0.29,1,"2","KRTCAP2"
"DDX24",0.000116669955570236,0.371617442070388,0.306,0.221,1,"2","DDX24"
"KLF2",0.000118176752671319,0.287183571601616,0.687,0.597,1,"2","KLF2"
"DDIT4",0.000137404257028732,0.620568198382566,0.29,0.209,1,"2","DDIT4"
"DSTN",0.000159322579484833,0.494769840137573,0.266,0.186,1,"2","DSTN"
"SPCS1",0.000193803555369401,0.330729260142635,0.465,0.379,1,"2","SPCS1"
"NDFIP11",0.000196962314240197,0.433243666596354,0.4,0.31,1,"2","NDFIP1"
"CBX3",0.000230574967692694,0.387554044140126,0.259,0.184,1,"2","CBX3"
"TRAM1",0.000289243323946536,0.763034564653964,0.259,0.187,1,"2","TRAM1"
"PSMC5",0.000301583487020981,0.640368918329487,0.36,0.276,1,"2","PSMC5"
"RNASET2",0.000347632656647621,0.318018852929921,0.584,0.483,1,"2","RNASET2"
"PTGES3",0.000354509180021071,0.472565499760892,0.486,0.394,1,"2","PTGES3"
"ARL4C",0.000371202126595283,0.364623801338859,0.264,0.186,1,"2","ARL4C"
"PCNP1",0.000384363961774366,0.402113769710221,0.327,0.243,1,"2","PCNP"
"PRDX1",0.000393766915253368,0.485446664553233,0.367,0.293,1,"2","PRDX1"
"BUB3",0.000432388298600641,0.426340006249315,0.276,0.202,1,"2","BUB3"
"C9orf781",0.000508360583734122,0.319479942765934,0.367,0.28,1,"2","C9orf78"
"CNBP",0.000548684721637911,0.398023420384861,0.762,0.673,1,"2","CNBP"
"DOK21",0.000549787790722517,0.645842186219851,0.304,0.229,1,"2","DOK2"
"HSPA5",0.000591881192703012,0.428637329333773,0.259,0.189,1,"2","HSPA5"
"PDIA3",0.000630833781195302,0.499042175060851,0.411,0.324,1,"2","PDIA3"
"SEPW1",0.000718107838109996,0.442379109325128,0.315,0.243,1,"2","SEPW1"
"SRP9",0.000730021492023257,0.804426713081161,0.397,0.319,1,"2","SRP9"
"HNRNPA0",0.000737017269399219,0.253640906708847,0.523,0.441,1,"2","HNRNPA0"
"XRCC6",0.000782609713058186,0.26599873095167,0.388,0.315,1,"2","XRCC6"
"COMMD61",0.000809878685078228,0.289068716295282,0.654,0.592,1,"2","COMMD6"
"KARS",0.000844455314978031,0.271912278416777,0.262,0.195,1,"2","KARS"
"GPSM3",0.000914791931885271,0.272968066098557,0.727,0.654,1,"2","GPSM3"
"PPA11",0.000924582228500715,0.552202308078864,0.381,0.303,1,"2","PPA1"
"C19orf60",0.000936284236532721,0.341955101501917,0.343,0.269,1,"2","C19orf60"
"RPL411",0.000988717353529058,0.283328741248279,0.603,0.531,1,"2","RPL41"
"MZT2B1",0.00107291219313062,0.326104778185785,0.442,0.364,1,"2","MZT2B"
"EID1",0.00117065809645158,0.30406622481541,0.491,0.42,1,"2","EID1"
"CIB1",0.00119232649972019,0.307366258630682,0.47,0.4,1,"2","CIB1"
"YWHAB",0.00131367600290015,0.33211018246864,0.568,0.493,1,"2","YWHAB"
"IK",0.00147204023966207,0.534196531882007,0.285,0.224,1,"2","IK"
"TRMT112",0.00162523862062075,0.519258140841563,0.451,0.364,1,"2","TRMT112"
"VPS29",0.00176357988488316,0.295939759019693,0.25,0.187,1,"2","VPS29"
"S1PR4",0.00176447850976286,0.456629951795306,0.315,0.253,1,"2","S1PR4"
"SBDS1",0.00178448677578705,0.404505537610286,0.259,0.196,1,"2","SBDS"
"ARHGDIA",0.00202730550787824,0.496548909688408,0.343,0.279,1,"2","ARHGDIA"
"EIF4B1",0.00208187338343617,0.442027736676033,0.297,0.228,1,"2","EIF4B"
"APRT1",0.00211045433658221,0.288247778991921,0.64,0.568,1,"2","APRT"
"SUN2",0.00281804684831992,0.406098452179149,0.306,0.24,1,"2","SUN2"
"SF1",0.00352609240752402,0.32405013766834,0.36,0.296,1,"2","SF1"
"CDC42SE21",0.00481871130275907,0.272731425810247,0.287,0.223,1,"2","CDC42SE2"
"ATP5H1",0.00518621813086919,0.304048390322799,0.411,0.347,1,"2","ATP5H"
"SIGIRR",0.00530956097487692,0.421945377848932,0.278,0.217,1,"2","SIGIRR"
"ATPIF1",0.00559013704221163,0.257977802739104,0.374,0.3,1,"2","ATPIF1"
"KHDRBS1",0.00622901692086228,0.674909935423355,0.292,0.235,1,"2","KHDRBS1"
"TOMM201",0.00630556914582614,0.268240818583758,0.327,0.26,1,"2","TOMM20"
"HMHA1",0.00680571934233668,0.28516348283987,0.278,0.217,1,"2","HMHA1"
"MGST3",0.00714151855867595,0.395842157025371,0.264,0.207,1,"2","MGST3"
"ANXA7",0.00723177240215833,0.357465147619656,0.271,0.214,1,"2","ANXA7"
"NDUFB4",0.00746239254113332,0.313246827754104,0.308,0.255,1,"2","NDUFB4"
"NDUFA12",0.00891432927923396,0.438100845966242,0.271,0.213,1,"2","NDUFA12"
"SUB1",0.00939185873400488,0.368810655501756,0.353,0.291,1,"2","SUB1"
"HNRNPR",0.00988734288772699,0.270274916752214,0.255,0.197,1,"2","HNRNPR"
"TCEA1",0.00994865746361231,0.262408137660799,0.266,0.211,1,"2","TCEA1"
"CD79A",0,6.89857927944853,0.936,0.042,0,"3","CD79A"
"MS4A1",0,5.73486383017391,0.86,0.052,0,"3","MS4A1"
"CD79B",1.75453019996936e-273,4.62867245163516,0.915,0.142,2.40616271623798e-269,"3","CD79B"
"LINC00926",5.92653902014846e-273,7.25322711930901,0.566,0.009,8.12765561223159e-269,"3","LINC00926"
"TCL1A",9.56486658045564e-269,6.61281506085387,0.621,0.022,1.31172580284369e-264,"3","TCL1A"
"HLA-DQA1",2.00818927582216e-265,3.97209985615398,0.889,0.118,2.7540307728625e-261,"3","HLA-DQA1"
"VPREB3",8.67868695648537e-238,6.98255505946546,0.49,0.007,1.1901951292124e-233,"3","VPREB3"
"HLA-DQB1",1.54920526320599e-230,4.04741572959448,0.866,0.147,2.12458009796069e-226,"3","HLA-DQB1"
"CD74",1.33193972953501e-184,2.98573478975621,1,0.821,1.82662214508431e-180,"3","CD74"
"HLA-DRA1",3.89952059035008e-183,2.85421310031444,1,0.495,5.34780253760611e-179,"3","HLA-DRA"
"FCER2",8.49122530458652e-174,6.39476263184317,0.385,0.008,1.164486638271e-169,"3","FCER2"
"HLA-DPB11",8.23219800190799e-166,2.51165181612857,0.985,0.449,1.12896363398166e-161,"3","HLA-DPB1"
"BANK1",8.12157038623147e-160,4.52441791995954,0.484,0.037,1.11379216276778e-155,"3","BANK1"
"HLA-DRB11",2.5428351850839e-154,2.22238505949773,0.983,0.382,3.48724417282406e-150,"3","HLA-DRB1"
"HLA-DPA11",2.24972927664799e-142,2.15042278914833,0.977,0.421,3.08527872999505e-138,"3","HLA-DPA1"
"HLA-DQA2",1.53280620286252e-137,3.8186010137015,0.525,0.065,2.10209042660566e-133,"3","HLA-DQA2"
"TSPAN13",1.15001440051848e-135,5.96518993738334,0.309,0.007,1.57712974887104e-131,"3","TSPAN13"
"FCRLA",2.44291764973762e-135,6.72561840761894,0.297,0.006,3.35021726485017e-131,"3","FCRLA"
"CD37",4.7925817243975e-132,2.06447940061482,0.965,0.741,6.57254657683873e-128,"3","CD37"
"HLA-DRB51",1.60547611415767e-119,2.21249595048032,0.851,0.277,2.20174994295583e-115,"3","HLA-DRB5"
"HVCN1",5.4303463888554e-118,3.35077439212788,0.49,0.069,7.44717703767629e-114,"3","HVCN1"
"PKIG",2.92789431684312e-116,5.52844015281396,0.277,0.008,4.01531426611866e-112,"3","PKIG"
"HLA-DOB",4.49632778680494e-115,5.48883063800456,0.289,0.011,6.16626392682429e-111,"3","HLA-DOB"
"BLK",1.09794149674518e-101,4.55379063775793,0.283,0.015,1.50571696863634e-97,"3","BLK"
"HLA-DMA1",4.11018656348403e-101,2.52316264771817,0.697,0.201,5.63670985316199e-97,"3","HLA-DMA"
"PDLIM1",1.15801323667642e-98,3.69740847549211,0.318,0.024,1.58809935277805e-94,"3","PDLIM1"
"GNG7",1.32145504148376e-98,4.64521637974242,0.289,0.018,1.81224344389082e-94,"3","GNG7"
"CD72",1.22737451896941e-95,5.36277431011013,0.262,0.014,1.68322141531465e-91,"3","CD72"
"HLA-DMB1",3.81645226887158e-94,2.93024741989742,0.554,0.125,5.23388264153049e-90,"3","HLA-DMB"
"P2RX5",2.24294535521535e-87,4.78628572322399,0.274,0.02,3.07597526014233e-83,"3","P2RX5"
"CD40",1.16142099272803e-84,4.12993360185769,0.292,0.026,1.59277274942723e-80,"3","CD40"
"EAF2",2.86788360108853e-76,3.85014858154708,0.356,0.056,3.93301557053281e-72,"3","EAF2"
"PPAPDC1B",1.42832698549198e-69,3.66181967089827,0.312,0.045,1.9588076279037e-65,"3","PPAPDC1B"
"IRF8",1.83211697941433e-69,3.40673112036258,0.376,0.071,2.51256522556881e-65,"3","IRF8"
"RPL18A1",1.15072214639338e-66,0.612446121654052,1,0.993,1.57810035156388e-62,"3","RPL18A"
"QRSL1",1.81514386124946e-61,3.7048684863792,0.271,0.037,2.48928829131751e-57,"3","QRSL1"
"CYB561A3",2.51154845299145e-60,3.17473176307067,0.324,0.058,3.44433754843247e-56,"3","CYB561A3"
"MARCH1",1.64487291186867e-57,3.54990608551989,0.283,0.045,2.25577871133669e-53,"3","MARCH1"
"MEF2C",4.89385598769292e-55,3.56219401242175,0.268,0.042,6.71143410152207e-51,"3","MEF2C"
"SMIM14",1.52022612121424e-53,3.17527538110023,0.327,0.069,2.08483810263321e-49,"3","SMIM14"
"RPS231",4.0630835748466e-52,0.644425466048781,1,0.98,5.57211281454463e-48,"3","RPS23"
"RPS11",4.8312040494267e-51,0.707934856077381,0.991,0.943,6.62551323338378e-47,"3","RPS11"
"RPS51",3.06832329211996e-50,0.582192372845594,1,0.976,4.20789856281332e-46,"3","RPS5"
"LY861",2.52880505172207e-49,1.96993921963649,0.466,0.151,3.46800324793164e-45,"3","LY86"
"PLEKHF2",9.07482116186854e-48,3.07098424033216,0.292,0.061,1.24452097413865e-43,"3","PLEKHF2"
"SNX2",3.47577358772625e-46,2.13293445964974,0.472,0.176,4.76667589820778e-42,"3","SNX2"
"LTB2",2.61128364094278e-44,0.770284411598989,0.936,0.669,3.58111438518893e-40,"3","LTB"
"NCF11",1.45884974221487e-38,1.92908761015079,0.394,0.132,2.00066653647348e-34,"3","NCF1"
"ISG201",3.17697007919363e-38,1.45270097556934,0.691,0.427,4.35689676660614e-34,"3","ISG20"
"CXCR41",2.67605345330279e-37,1.23463738168163,0.81,0.569,3.66993970585944e-33,"3","CXCR4"
