"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"NDUFB12",0.000880178305659462,0.410317249889753,0.296,0.171,1,"5","NDUFB1"
"CAPG1",0.000896304998338903,0.311348526313962,0.371,0.224,1,"5","CAPG"
"PDLIM2",0.000910729176053649,0.519135961118746,0.264,0.15,1,"5","PDLIM2"
"FIS11",0.000919235362386621,0.267889999967995,0.516,0.32,1,"5","FIS1"
"BAZ1A",0.00104468165202613,0.313011989336095,0.346,0.208,1,"5","BAZ1A"
"MINOS1",0.00104609679995424,0.264475686545219,0.409,0.255,1,"5","MINOS1"
"ADRM1",0.00105925683317809,0.298391864666849,0.296,0.169,1,"5","ADRM1"
"ITGB1BP1",0.00109455951378343,0.278637235778075,0.277,0.157,1,"5","ITGB1BP1"
"PSMF1",0.0012069181496207,0.301429011110425,0.264,0.149,1,"5","PSMF1"
"AKAP13",0.0018345255411325,0.308840734749219,0.277,0.157,1,"5","AKAP13"
"ZMAT2",0.00187648026359156,0.301503018202575,0.289,0.171,1,"5","ZMAT2"
"UBXN1",0.00190086651439348,0.424678939759771,0.748,0.496,1,"5","UBXN1"
"APBB1IP",0.00194397193034048,0.642643848412187,0.27,0.157,1,"5","APBB1IP"
"PUF60",0.00208610811809167,0.281759960759976,0.27,0.156,1,"5","PUF60"
"SNRPD1",0.00224281559789444,0.385379833918022,0.333,0.207,1,"5","SNRPD1"
"NCL",0.00226989819405491,0.490596335771329,0.384,0.23,1,"5","NCL"
"RASSF5",0.00248941501267268,0.258026215629883,0.296,0.176,1,"5","RASSF5"
"EIF1B",0.00249449769917747,0.294843717698262,0.308,0.184,1,"5","EIF1B"
"UBL51",0.00252145136081721,0.283437332073017,0.623,0.434,1,"5","UBL5"
"SMIM7",0.00278997646115446,1.01338633798239,0.27,0.155,1,"5","SMIM7"
"TEX264",0.00317461321839034,0.375564913924347,0.264,0.159,1,"5","TEX264"
"YPEL5",0.00339418649133037,0.647271469201379,0.509,0.326,1,"5","YPEL5"
"C1orf63",0.00347397107617339,0.86063402005429,0.296,0.173,1,"5","C1orf63"
"POLR2L1",0.00411929482104401,0.269647181759163,0.528,0.348,1,"5","POLR2L"
"SOD12",0.00430050391833939,0.41160428693573,0.66,0.503,1,"5","SOD1"
"SIVA1",0.00532317201224295,0.743688855875565,0.346,0.215,1,"5","SIVA1"
"ETFB",0.00569835846482306,0.282116463189857,0.314,0.197,1,"5","ETFB"
"MX11",0.00608813506193238,0.378276484589558,0.34,0.21,1,"5","MX1"
"OXA1L1",0.00650921051080023,0.258254493751718,0.308,0.197,1,"5","OXA1L"
"CCT7",0.00961574997329806,0.613554532344565,0.296,0.189,1,"5","CCT7"
"SSB",0.00994687636554654,0.322758641019175,0.358,0.225,1,"5","SSB"
"GZMB1",5.48016441110833e-266,6.03016856045548,0.986,0.071,7.51549747339397e-262,"6","GZMB"
"FGFBP21",2.17616388835763e-243,5.47549261952362,0.917,0.063,2.98439115649365e-239,"6","FGFBP2"
"SPON2",1.46151563686457e-225,5.71706650575076,0.764,0.04,2.00432254439607e-221,"6","SPON2"
"PRF11",5.94160592798786e-201,5.11388520677418,0.965,0.109,8.14831836964256e-197,"6","PRF1"
"AKR1C3",7.5744042740027e-183,6.20777435593632,0.493,0.014,1.03875380213673e-178,"6","AKR1C3"
"GNLY1",4.34194256693042e-178,5.46441396985111,0.965,0.135,5.95454003628838e-174,"6","GNLY"
"CLIC3",4.58012304233352e-175,5.3069760185977,0.597,0.03,6.28118074025619e-171,"6","CLIC3"
"XCL2",2.38215787491753e-152,4.99258333882925,0.521,0.025,3.2668913096619e-148,"6","XCL2"
"KLRD1",1.42503476480525e-150,4.6906877853397,0.556,0.031,1.95429267645392e-146,"6","KLRD1"
"CST71",4.34801815340831e-149,3.90334146760826,0.958,0.152,5.96287209558415e-145,"6","CST7"
"GZMA1",1.44792261167878e-147,3.76808401051531,0.951,0.154,1.98568106965627e-143,"6","GZMA"
"CCL41",1.51183250569025e-142,4.86673658626229,0.743,0.077,2.07332709830361e-138,"6","CCL4"
"PRSS23",2.06436697146269e-138,5.08830861868762,0.424,0.016,2.83107286466394e-134,"6","PRSS23"
"TTC38",3.63075706818776e-135,5.0920545141162,0.472,0.024,4.97922024331269e-131,"6","TTC38"
"NKG71",5.36017413065323e-132,4.23995477167153,1,0.258,7.35094280277784e-128,"6","NKG7"
"FCGR3A1",5.16596050230994e-115,2.83095332118247,0.875,0.146,7.08459823286786e-111,"6","FCGR3A"
"CTSW1",1.44801241184458e-114,3.27557554048725,0.986,0.26,1.98580422160366e-110,"6","CTSW"
"IGFBP7",1.45400069103568e-113,5.23123013992369,0.576,0.058,1.99401654768634e-109,"6","IGFBP7"
"GZMH1",8.34499381157954e-111,3.07957424584808,0.646,0.069,1.14443245132002e-106,"6","GZMH"
"SH2D1B",2.85502462196628e-110,5.94482154240195,0.299,0.008,3.91538076656456e-106,"6","SH2D1B"
"S1PR5",9.6188857083072e-100,4.29941038318726,0.396,0.024,1.31913398603725e-95,"6","S1PR5"
"APMAP1",2.23665881663484e-99,3.38795871516014,0.66,0.092,3.06735390113302e-95,"6","APMAP"
"XCL1",5.10247872307521e-93,4.37729915875344,0.326,0.016,6.99753932082534e-89,"6","XCL1"
"KLRF1",7.75501516851864e-91,5.25484682129226,0.271,0.009,1.06352278021065e-86,"6","KLRF1"
"CD2471",2.18230003260906e-90,3.54815127768587,0.861,0.234,2.99280626472006e-86,"6","CD247"
"GPR56",9.7642933916861e-89,4.51825401068494,0.333,0.018,1.33907519573583e-84,"6","GPR56"
"GZMM1",9.30311114240061e-87,2.97942438850219,0.84,0.21,1.27582866206882e-82,"6","GZMM"
"IL2RB",1.19765965942481e-82,3.84213328097161,0.444,0.044,1.64247045693519e-78,"6","IL2RB"
"C1orf21",6.52201206285063e-80,4.44456079959722,0.306,0.017,8.94428734299336e-76,"6","C1orf21"
"HOPX1",1.97139759765058e-76,3.25752825829194,0.646,0.12,2.70357466541801e-72,"6","HOPX"
"MATK1",2.75331550605802e-73,3.38565900324258,0.438,0.049,3.77589688500797e-69,"6","MATK"
"PLEKHF1",2.96882157375653e-73,3.91568945890017,0.354,0.029,4.07144190624971e-69,"6","PLEKHF1"
"B2M2",9.22744321599575e-68,0.968561571479184,1,1,1.26545156264166e-63,"6","B2M"
"HLA-C1",4.23537909879983e-67,1.24947790206465,1,0.98,5.80839889609408e-63,"6","HLA-C"
"HAVCR2",4.72771933363246e-67,4.84903140865475,0.333,0.03,6.48359429414355e-63,"6","HAVCR2"
"TBX21",5.08590666855797e-59,3.85688719845112,0.312,0.029,6.9748124052604e-55,"6","TBX21"
"CD73",3.04729293775418e-57,2.28031125766842,0.868,0.339,4.17905753483608e-53,"6","CD7"
"TPST21",2.42022508328138e-54,2.64155117531339,0.556,0.12,3.31909667921209e-50,"6","TPST2"
"PTGDR",6.68786672482202e-53,4.28495637487835,0.306,0.032,9.17174042642091e-49,"6","PTGDR"
"FCRL6",1.24406785632453e-52,3.66250722156718,0.264,0.022,1.70611465816346e-48,"6","FCRL6"
"HLA-A2",3.30231343940127e-52,1.16831617332334,1,0.964,4.5287926507949e-48,"6","HLA-A"
"PLAC81",1.06037313695084e-50,2.10084405684653,0.875,0.434,1.45419572001438e-46,"6","PLAC8"
"HLA-B1",7.18385568604038e-45,0.995756566558748,1,0.945,9.85193968783578e-41,"6","HLA-B"
"CTSC2",1.97994019839426e-44,2.0018373017317,0.708,0.243,2.71528998807789e-40,"6","CTSC"
"UBB1",8.60088751182851e-43,1.44994171421879,0.958,0.772,1.17952571337216e-38,"6","UBB"
"ITGB23",1.71497288030796e-42,1.99635814713733,0.84,0.45,2.35191380805433e-38,"6","ITGB2"
"CD632",2.89764430515193e-40,2.05715141095516,0.743,0.322,3.97382940008536e-36,"6","CD63"
"RHOC1",3.19672159750535e-40,2.00025070655034,0.59,0.165,4.38398399881883e-36,"6","RHOC"
"C12orf751",4.76763167753149e-40,2.47141144925465,0.486,0.117,6.53833008256669e-36,"6","C12orf75"
"SRGN2",1.08607854499371e-38,1.38993963669306,0.924,0.58,1.48944811660438e-34,"6","SRGN"
"RARRES32",1.29950550924408e-38,1.64875148640495,0.84,0.451,1.78214185537732e-34,"6","RARRES3"
"NCR31",4.25321039632858e-38,2.4405205760722,0.396,0.077,5.83285273752501e-34,"6","NCR3"
"ID22",7.35255475898661e-37,1.72431750395967,0.806,0.363,1.00832935964742e-32,"6","ID2"
"CX3CR11",2.76193368790095e-36,2.88744736297399,0.34,0.061,3.78771585958736e-32,"6","CX3CR1"
"CCL51",4.12756649158338e-36,1.96619866663962,0.722,0.293,5.66054468655745e-32,"6","CCL5"
"EFHD22",2.15841150897585e-35,2.12269553267807,0.549,0.173,2.96004554340949e-31,"6","EFHD2"
"PFN13",6.193786253171e-35,0.995276277036811,0.993,0.943,8.4941584675987e-31,"6","PFN1"
"ARPC5L1",5.05909935808108e-34,2.6584954311012,0.528,0.166,6.9380488596724e-30,"6","ARPC5L"
"SAMD31",3.24754106891641e-33,3.01479369526998,0.417,0.1,4.45367782191196e-29,"6","SAMD3"
"RAP1B2",2.89290958525118e-32,1.63404299111025,0.722,0.343,3.96733620521346e-28,"6","RAP1B"
"CD992",3.26361187375128e-32,1.48411369076395,0.826,0.488,4.47571732366251e-28,"6","CD99"
"APOBEC3G1",7.00330892252016e-32,1.97100899795696,0.562,0.197,9.60433785634415e-28,"6","APOBEC3G"
"FCER1G2",1.84701851908421e-31,1.10277848360207,0.847,0.33,2.53300119707209e-27,"6","FCER1G"
"PLEK2",6.23878159886958e-31,2.28337486318971,0.493,0.152,8.55586508468974e-27,"6","PLEK"
"MYL12A2",1.13801262669224e-30,1.00361758858877,0.986,0.868,1.56067051624574e-26,"6","MYL12A"
"PTPRCAP3",2.80038100520965e-30,1.12048619840279,0.903,0.627,3.84044251054451e-26,"6","PTPRCAP"
"HLA-E1",3.14788375332776e-30,1.11388009747591,0.972,0.883,4.31700777931369e-26,"6","HLA-E"
"CHST121",4.62890637879204e-29,2.68350594764503,0.389,0.101,6.3480822078754e-25,"6","CHST12"
"ZAP701",4.73608769781881e-29,2.32022048249936,0.438,0.127,6.49507066878871e-25,"6","ZAP70"
"ABHD17A",2.14310893395952e-28,2.87119736681769,0.271,0.049,2.93905959203209e-24,"6","ABHD17A"
"HCST1",2.74611411314877e-28,1.50298764649065,0.819,0.524,3.76602089477223e-24,"6","HCST"
"ASCL2",4.08623906845133e-28,2.94478732106544,0.278,0.053,5.60386825847415e-24,"6","ASCL2"
"ALOX5AP2",1.04623630047016e-27,2.17997140276323,0.556,0.216,1.43480846246478e-23,"6","ALOX5AP"
"FBXO6",2.43944374951047e-27,2.88706786631533,0.25,0.044,3.34545315807865e-23,"6","FBXO6"
"C5orf56",3.43796954174428e-27,2.25830660317197,0.396,0.109,4.71483142954811e-23,"6","C5orf56"
"CFL11",4.00295584065414e-27,0.800340750075047,0.993,0.911,5.48965363987308e-23,"6","CFL1"
"PDIA32",1.6371613425747e-26,1.63154406451042,0.646,0.32,2.24520306520694e-22,"6","PDIA3"
"IFITM12",4.26996813408155e-26,1.5348529121706,0.778,0.46,5.85583429907944e-22,"6","IFITM1"
"CLIC13",5.34538224758615e-26,1.31080825401446,0.889,0.631,7.33065721433965e-22,"6","CLIC1"
"CD300A1",5.81118478055277e-26,2.51693183073617,0.389,0.112,7.96945880805007e-22,"6","CD300A"
"CCL31",2.38905001015377e-25,2.45074832867824,0.417,0.124,3.27634318392488e-21,"6","CCL3"
"ABI31",3.8322226971644e-24,1.92323346965754,0.458,0.161,5.25551020689126e-20,"6","ABI3"
"AOAH1",1.05682307578824e-23,2.27788589205306,0.375,0.112,1.449327166136e-19,"6","AOAH"
"RAC2",1.08706480352504e-23,1.39340770276117,0.861,0.64,1.49080067155425e-19,"6","RAC2"
"IFITM21",1.64835353481408e-23,1.03026847056112,0.924,0.697,2.26055203764403e-19,"6","IFITM2"
"BST22",3.85337429224878e-23,1.26093701017435,0.75,0.432,5.28451750438998e-19,"6","BST2"
"PPP1R181",7.88388979622653e-23,1.81788568139194,0.576,0.268,1.08119664665451e-18,"6","PPP1R18"
"TYROBP2",2.92835003743562e-22,0.462275602495219,0.91,0.368,4.01593924133921e-18,"6","TYROBP"
"MYO1F3",3.20047358979859e-22,1.85586809101081,0.528,0.221,4.38912948104978e-18,"6","MYO1F"
"CALM12",4.4782203455399e-22,1.08782613768995,0.868,0.667,6.14143138187342e-18,"6","CALM1"
"CD532",1.725718017146e-21,1.26686306372492,0.819,0.532,2.36664968871402e-17,"6","CD53"
"PSMB10",2.09691292809442e-21,1.56742918447853,0.639,0.34,2.87570638958869e-17,"6","PSMB10"
"LITAF1",3.16356983611716e-21,1.56299838826959,0.597,0.296,4.33851967325107e-17,"6","LITAF"
"UBE2F1",5.52110009990145e-21,1.92756343486647,0.375,0.12,7.57163667700485e-17,"6","UBE2F"
"ARPC22",4.06326990887188e-20,0.823524133225364,0.924,0.795,5.5723683530269e-16,"6","ARPC2"
"XBP11",4.59529606141691e-20,1.95924715990691,0.562,0.27,6.30198901862715e-16,"6","XBP1"
"ARL4C2",6.12414049056844e-20,1.84579602963434,0.458,0.183,8.39864626876555e-16,"6","ARL4C"
"DHRS71",5.20996833398193e-19,1.5916188867958,0.576,0.305,7.14495057322282e-15,"6","DHRS7"
"TXNIP1",4.41975510671055e-18,0.917761847361478,0.875,0.753,6.06125215334285e-14,"6","TXNIP"
"ACTB2",1.48380157315625e-17,0.664709380508449,1,0.992,2.03488547742648e-13,"6","ACTB"
"CTSD2",1.53807133982011e-17,1.42260865745033,0.507,0.227,2.1093110354293e-13,"6","CTSD"
"SERF22",1.70043407708276e-17,0.723067361241132,0.944,0.851,2.3319752933113e-13,"6","SERF2"
"SEPT71",2.60841544873909e-17,1.59896649556084,0.59,0.325,3.57718094640079e-13,"6","SEPT7"
"ANXA61",3.0589935081738e-17,1.26341793201809,0.556,0.281,4.19510369710954e-13,"6","ANXA6"
"SDF4",5.55016814485553e-17,2.04277755679399,0.333,0.114,7.61150059385487e-13,"6","SDF4"
"CYBA2",1.53756339455248e-16,0.701557665164582,0.965,0.84,2.10861443928927e-12,"6","CYBA"
"LAMP1",4.60372495815069e-16,1.77877010027811,0.431,0.19,6.31354840760785e-12,"6","LAMP1"
"UCP21",2.1793030027891e-15,1.11424437562595,0.757,0.551,2.98869613802497e-11,"6","UCP2"
"BIN22",2.51779545672699e-15,1.55883734655439,0.597,0.356,3.45290468935539e-11,"6","BIN2"
"MYL62",2.68675156332146e-15,0.609658046086379,0.958,0.846,3.68461109393905e-11,"6","MYL6"
"CCND31",3.39813569045199e-15,1.18739181681241,0.611,0.402,4.66020328588585e-11,"6","CCND3"
"GLIPR21",4.15227813942482e-15,1.56908632924644,0.451,0.211,5.6944342404072e-11,"6","GLIPR2"
"NDUFB21",4.26693361022534e-15,1.65202014547087,0.576,0.336,5.85167275306304e-11,"6","NDUFB2"
"CALR1",8.1997937282344e-15,1.54969514355386,0.507,0.267,1.12451971189007e-10,"6","CALR"
"BSG1",1.26924200818301e-14,1.47131570959636,0.472,0.237,1.74063849002218e-10,"6","BSG"
"CMC1",1.89670818891892e-14,2.03379196795411,0.264,0.083,2.60114561028341e-10,"6","CMC1"
"C9orf1421",2.79843016659457e-14,1.43472197049261,0.465,0.229,3.83776713046779e-10,"6","C9orf142"
"PSME1",6.76852195975242e-14,0.690946508572309,0.847,0.732,9.28235101560446e-10,"6","PSME1"
"ITGB7",7.46288743513377e-14,1.63122111747104,0.333,0.13,1.02346038285425e-09,"6","ITGB7"
"BZW1",8.43424718447466e-14,1.6094356411895,0.368,0.153,1.15667265887885e-09,"6","BZW1"
"PSME22",9.172900237463e-14,0.998948738042953,0.75,0.543,1.25797153856568e-09,"6","PSME2"
"IL2RG2",1.91264373652515e-13,1.232823129562,0.653,0.428,2.6229996202706e-09,"6","IL2RG"
"SH3BGRL32",2.78480096112496e-13,0.557166834802699,0.972,0.852,3.81907603808677e-09,"6","SH3BGRL3"
"CYB5B",7.55924652419056e-13,2.23380671956268,0.257,0.087,1.03667506832749e-08,"6","CYB5B"
"DBI",7.66935309471102e-13,1.15166399612498,0.562,0.344,1.05177508340867e-08,"6","DBI"
"DRAP11",1.07144413861244e-12,0.91642241506642,0.674,0.455,1.46937849169311e-08,"6","DRAP1"
"PSMB81",1.33950007168622e-12,1.17238992340854,0.667,0.448,1.83699039831048e-08,"6","PSMB8"
"CISD3",1.95671523669572e-12,1.90475942013149,0.306,0.118,2.68343927560451e-08,"6","CISD3"
"ANXA12",2.25604991773088e-12,0.774801802380895,0.812,0.581,3.09394685717613e-08,"6","ANXA1"
"PPP1CA1",3.0253280285176e-12,0.986882782603747,0.688,0.51,4.14893485830904e-08,"6","PPP1CA"
"HSPA52",5.05850689523302e-12,1.42727908986334,0.396,0.189,6.93723635612257e-08,"6","HSPA5"
"SELT1",5.24654907337355e-12,1.28972267268375,0.493,0.29,7.19511739922449e-08,"6","SELT"
"GNG21",7.03276686759111e-12,1.92060456662537,0.292,0.115,9.64473648221445e-08,"6","GNG2"
"GCHFR",9.93273545425559e-12,2.12007162535375,0.257,0.094,1.36217534019661e-07,"6","GCHFR"
"CD164",1.3515351190282e-11,1.18878890464445,0.535,0.333,1.85349526223527e-07,"6","CD164"
"PPIA1",1.46583539358677e-11,0.706567277406418,0.84,0.737,2.0102466587649e-07,"6","PPIA"
"PRDX52",2.57485603746446e-11,1.04255213194114,0.542,0.344,3.53115756977875e-07,"6","PRDX5"
"PRMT2",3.58121778462923e-11,1.45310615636187,0.403,0.207,4.91128206984052e-07,"6","PRMT2"
"ARL6IP1",4.93232475304991e-11,1.45484152059254,0.375,0.181,6.76419016633265e-07,"6","ARL6IP1"
"SUN22",7.08309073574674e-11,1.25211378982987,0.438,0.24,9.71375063500309e-07,"6","SUN2"
"PRKCH",1.0629653586942e-10,1.65408406291207,0.285,0.117,1.45775069291323e-06,"6","PRKCH"
"CAP12",1.36910860151623e-10,1.06500182873592,0.583,0.404,1.87759553611935e-06,"6","CAP1"
"HNRNPA2B11",1.85908076178737e-10,0.812761769242603,0.736,0.631,2.5495433567152e-06,"6","HNRNPA2B1"
"MRPS6",2.67398674267814e-10,1.87598910398471,0.333,0.154,3.66710541890881e-06,"6","MRPS6"
"KLRG11",3.73182959753643e-10,1.25180825591878,0.271,0.106,5.11783111006146e-06,"6","KLRG1"
"SLC9A3R11",3.89266069182604e-10,1.99264981814835,0.326,0.155,5.33839487277023e-06,"6","SLC9A3R1"
"HNRNPA31",4.30549326469198e-10,0.949860502748036,0.507,0.301,5.90455346319858e-06,"6","HNRNPA3"
"FDPS",6.3372932939586e-10,1.54645860752339,0.292,0.128,8.69096402333482e-06,"6","FDPS"
"SYTL11",7.3245385560523e-10,1.4915337269574,0.333,0.16,1.00448721757701e-05,"6","SYTL1"
"TMED91",1.19351867713519e-09,1.18544712442918,0.431,0.243,1.6367915138232e-05,"6","TMED9"
"PTGER2",1.5150655232899e-09,1.59854784638447,0.292,0.13,2.07776085863977e-05,"6","PTGER2"
"POLR2G",2.74097195347454e-09,1.0867761520431,0.417,0.234,3.75896893699499e-05,"6","POLR2G"
"AES2",2.96280621902625e-09,0.816502123756451,0.688,0.482,4.0631924487726e-05,"6","AES"
"MYL12B3",3.6380673349281e-09,0.544069171884397,0.812,0.695,4.98924554312039e-05,"6","MYL12B"
"MALAT12",4.68775785981075e-09,0.312345343574611,1,1,6.42879112894446e-05,"6","MALAT1"
"BTN3A21",5.3953804208573e-09,0.982389044566236,0.382,0.206,7.3992247091637e-05,"6","BTN3A2"
"ACTG12",5.55501249163972e-09,0.80220258623495,0.924,0.86,7.61814413103471e-05,"6","ACTG1"
"YWHAQ2",8.80055084462435e-09,1.01444535330374,0.458,0.279,0.000120690754283178,"6","YWHAQ"
"RNF126",1.30561647275098e-08,1.41737941727445,0.312,0.152,0.00017905224307307,"6","RNF126"
"UBC2",1.42428683266142e-08,0.543830230043381,0.917,0.85,0.000195326696231187,"6","UBC"
"PSMC41",1.46774764720474e-08,2.04348534904046,0.319,0.16,0.000201286912337658,"6","PSMC4"
"SKAP1",1.57233489825309e-08,1.48754805725662,0.285,0.133,0.000215630007946429,"6","SKAP1"
"SERPINB12",1.83071498691654e-08,0.772963809933369,0.535,0.356,0.000251064253305735,"6","SERPINB1"
"ARPC41",1.93837706666072e-08,1.05170641473088,0.472,0.308,0.000265829030921852,"6","ARPC4"
"SCP2",2.00468390363101e-08,1.88667287429248,0.438,0.265,0.000274922350543957,"6","SCP2"
"HSP90B11",2.09967298340482e-08,1.33258000700005,0.403,0.238,0.000287949152944137,"6","HSP90B1"
"FLOT1",2.1707433188712e-08,1.61262135236845,0.25,0.107,0.000297695738749996,"6","FLOT1"
"HDDC2",2.27802682996161e-08,1.47193216762866,0.285,0.135,0.000312408599460935,"6","HDDC2"
"RCN2",2.46693630762395e-08,1.40710750985019,0.271,0.125,0.000338315645227548,"6","RCN2"
"FKBP11",2.56908019343667e-08,1.74178670527658,0.271,0.126,0.000352323657727905,"6","FKBP11"
"EIF3G",2.72166774292077e-08,0.788301769120128,0.681,0.572,0.000373249514264154,"6","EIF3G"
"JAK1",2.90846476226246e-08,1.16618182985011,0.354,0.191,0.000398866857496674,"6","JAK1"
"TMEM50A1",3.55693252063758e-08,0.782234056210464,0.431,0.257,0.000487797725880238,"6","TMEM50A"
"FLNA2",5.77496226725087e-08,1.47103721896471,0.361,0.204,0.000791978325330784,"6","FLNA"
"IRF1",7.04149756381464e-08,1.21269742659011,0.431,0.276,0.00096567097590154,"6","IRF1"
"PPIB1",7.2104748456423e-08,0.761768644280134,0.611,0.469,0.000988844520331385,"6","PPIB"
"PSMB92",7.90359249703452e-08,0.704877928734642,0.715,0.579,0.00108389867504331,"6","PSMB9"
"EVL2",9.48418207599771e-08,0.754210845849058,0.681,0.524,0.00130066072990233,"6","EVL"
"ENSA",1.01711863262098e-07,1.01821326598592,0.458,0.304,0.00139487649277642,"6","ENSA"
"GOLGA7",1.27926662723502e-07,1.21974563655718,0.292,0.149,0.00175438625259011,"6","GOLGA7"
"DSTN3",1.43853785631053e-07,1.20912463662667,0.34,0.19,0.00197281081614426,"6","DSTN"
"FAM49B1",1.53288036002544e-07,1.09002182624572,0.438,0.295,0.00210219212573889,"6","FAM49B"
"TBCB1",1.66399066439081e-07,0.751440512965497,0.458,0.298,0.00228199679714556,"6","TBCB"
"SDF2L1",2.33587821251068e-07,1.34679060564257,0.278,0.136,0.00320342338063715,"6","SDF2L1"
"PSMD8",2.37971248857954e-07,0.908399712963801,0.451,0.292,0.00326353770683798,"6","PSMD8"
"EMP32",2.65175373227e-07,0.625820895990819,0.854,0.727,0.00363661506843508,"6","EMP3"
"CCDC1071",2.6659482094076e-07,1.10951255692719,0.312,0.163,0.00365608137438158,"6","CCDC107"
"TAP12",2.71497953948201e-07,1.10129036580591,0.375,0.225,0.00372332294044563,"6","TAP1"
"OPTN2",3.21839870002916e-07,1.09601247012953,0.278,0.136,0.00441371197721999,"6","OPTN"
"LYAR1",3.3505115701532e-07,1.8680295255062,0.326,0.174,0.0045948915673081,"6","LYAR"
"DEF6",5.46005793188698e-07,1.15009443117607,0.285,0.149,0.00748792344778981,"6","DEF6"
"SDHAF2",6.04327714247584e-07,1.22017994161559,0.25,0.121,0.00828775027319137,"6","SDHAF2"
"WDR11",6.21553698042881e-07,1.20963150555877,0.403,0.255,0.00852398741496007,"6","WDR1"
"MIEN11",6.98567590951766e-07,1.30119831802238,0.312,0.174,0.00958015594231252,"6","MIEN1"
"MAP1LC3B1",9.13073828752979e-07,1.00100200186445,0.389,0.244,0.0125218944875184,"6","MAP1LC3B"
"CDC42SE1",1.01973676961392e-06,1.06382138482591,0.354,0.211,0.0139846700584853,"6","CDC42SE1"
"ATP6AP21",1.07150471122574e-06,1.06305110465435,0.389,0.245,0.0146946156097498,"6","ATP6AP2"
"FGR2",1.11371311847796e-06,1.38694499049541,0.361,0.208,0.0152734617068067,"6","FGR"
"GIMAP73",1.15570088690033e-06,0.586906425231506,0.667,0.533,0.0158492819629512,"6","GIMAP7"
"TRAPPC11",1.18498850417729e-06,0.896858521246991,0.576,0.443,0.0162509323462874,"6","TRAPPC1"
"RALY1",1.6363533907965e-06,0.7712578359535,0.361,0.22,0.0224409504013832,"6","RALY"
"GHITM",1.76882525977652e-06,0.662113085508057,0.507,0.366,0.0242576696125752,"6","GHITM"
"TBC1D10C1",1.92154028879042e-06,0.830869551958255,0.438,0.294,0.0263520035204719,"6","TBC1D10C"
"CAPZB1",2.37109223846827e-06,0.54820848728432,0.674,0.553,0.0325171589583539,"6","CAPZB"
"CD972",2.59961625608417e-06,1.11190048370321,0.361,0.218,0.0356511373359384,"6","CD97"
"RASSF51",2.6051925353008e-06,1.29297208178548,0.306,0.176,0.0357276104291152,"6","RASSF5"
"SRI1",2.63256864556692e-06,0.88165188384794,0.403,0.26,0.0361030464053048,"6","SRI"
"OSTF12",2.85039210828445e-06,1.05484462056998,0.444,0.303,0.039090277373013,"6","OSTF1"
